CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
RI,22/04/2020,33.0,1205.0,75.0,8.0,73.0
VC,22/04/2020,112.0,4539.0,621.0,31.0,327.0
AN,23/04/2020,117.0,5241.0,663.0,34.0,217.0
AR,23/04/2020,81.0,2107.0,253.0,22.0,47.0
AS,23/04/2020,29.0,1440.0,117.0,5.0,26.0
CB,23/04/2020,35.0,891.0,77.0,7.0,68.0
CE,23/04/2020,1.0,9.0,4.0,0.0,5.0
CL,23/04/2020,560.0,6452.0,301.0,32.0,208.0
CM,23/04/2020,698.0,7774.0,503.0,53.0,251.0
CN,23/04/2020,22.0,802.0,156.0,4.0,51.0
CT,23/04/2020,933.0,20872.0,2269.0,136.0,751.0
EX,23/04/2020,56.0,1189.0,107.0,13.0,49.0
GA,23/04/2020,148.0,2508.0,120.0,10.0,76.0
IB,23/04/2020,33.0,883.0,151.0,4.0,25.0
MC,23/04/2020,10.0,577.0,98.0,1.0,26.0
MD,23/04/2020,859.0,9472.0,1181.0,141.0,1006.0
ML,23/04/2020,1.0,44.0,3.0,0.0,3.0
NC,23/04/2020,96.0,1764.0,124.0,55.0,49.0
PV,23/04/2020,202.0,5862.0,478.0,39.0,298.0
RI,23/04/2020,29.0,1212.0,75.0,7.0,75.0
VC,23/04/2020,78.0,4554.0,623.0,28.0,325.0
