CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AR,06/05/2020,85.0,2063.0,255.0,10.0,108.0
AS,06/05/2020,31.0,1397.0,116.0,6.0,33.0
CB,06/05/2020,37.0,852.0,69.0,5.0,80.0
CE,06/05/2020,0.0,10.0,4.0,1.0,6.0
CL,06/05/2020,278.0,6560.0,430.0,44.0,162.0
CM,06/05/2020,303.0,5079.0,480.0,54.0,177.0
CN,06/05/2020,44.0,778.0,155.0,2.0,51.0
CT,06/05/2020,806.0,21579.0,2278.0,131.0,652.0
EX,06/05/2020,44.0,1035.0,80.0,16.0,96.0
GA,06/05/2020,166.0,2272.0,277.0,46.0,1381.0
IB,06/05/2020,24.0,906.0,141.0,4.0,51.0
MC,06/05/2020,21.0,540.0,92.0,8.0,31.0
MD,06/05/2020,954.0,27405.0,2321.0,148.0,701.0
ML,06/05/2020,3.0,40.0,3.0,0.0,7.0
NC,06/05/2020,82.0,1649.0,126.0,10.0,92.0
PV,06/05/2020,250.0,5632.0,469.0,28.0,329.0
RI,06/05/2020,97.0,1148.0,78.0,8.0,64.0
VC,06/05/2020,187.0,4502.0,568.0,28.0,251.0
AN,07/05/2020,225.0,5006.0,562.0,41.0,339.0
AR,07/05/2020,85.0,2087.0,258.0,12.0,106.0
AS,07/05/2020,30.0,1422.0,117.0,6.0,36.0
CB,07/05/2020,35.0,860.0,70.0,4.0,83.0
CE,07/05/2020,2.0,10.0,4.0,0.0,7.0
CL,07/05/2020,274.0,6613.0,429.0,43.0,164.0
CM,07/05/2020,319.0,4976.0,481.0,57.0,181.0
CN,07/05/2020,35.0,785.0,156.0,2.0,47.0
CT,07/05/2020,800.0,21776.0,2304.0,113.0,638.0
EX,07/05/2020,48.0,1137.0,94.0,10.0,93.0
GA,07/05/2020,173.0,2298.0,278.0,41.0,1181.0
IB,07/05/2020,24.0,916.0,143.0,5.0,52.0
MC,07/05/2020,23.0,549.0,93.0,7.0,37.0
MD,07/05/2020,887.0,27266.0,2308.0,144.0,705.0
ML,07/05/2020,2.0,41.0,3.0,0.0,7.0
NC,07/05/2020,82.0,1664.0,126.0,9.0,96.0
PV,07/05/2020,264.0,5683.0,474.0,24.0,326.0
RI,07/05/2020,92.0,1159.0,79.0,8.0,68.0
VC,07/05/2020,199.0,4530.0,569.0,27.0,271.0
