CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
EX,03/05/2020,40.0,972.0,77.0,13.0,121.0
GA,03/05/2020,212.0,2191.0,188.0,26.0,578.0
IB,03/05/2020,32.0,866.0,141.0,9.0,89.0
MC,03/05/2020,28.0,530.0,89.0,5.0,45.0
MD,03/05/2020,1015.0,34020.0,2867.0,175.0,688.0
ML,03/05/2020,4.0,39.0,3.0,1.0,4.0
NC,03/05/2020,81.0,1603.0,122.0,10.0,86.0
PV,03/05/2020,280.0,5480.0,448.0,28.0,320.0
RI,03/05/2020,101.0,1063.0,76.0,8.0,63.0
VC,03/05/2020,172.0,4468.0,564.0,39.0,224.0
AN,04/05/2020,240.0,4755.0,542.0,32.0,165.0
AR,04/05/2020,73.0,2012.0,250.0,18.0,95.0
AS,04/05/2020,29.0,1386.0,114.0,5.0,28.0
CB,04/05/2020,31.0,839.0,67.0,5.0,46.0
CE,04/05/2020,3.0,9.0,4.0,1.0,3.0
CL,04/05/2020,404.0,6512.0,422.0,41.0,173.0
CM,04/05/2020,347.0,4871.0,474.0,51.0,246.0
CN,04/05/2020,51.0,758.0,150.0,3.0,55.0
CT,04/05/2020,1065.0,20115.0,2152.0,133.0,723.0
EX,04/05/2020,28.0,952.0,77.0,18.0,127.0
GA,04/05/2020,199.0,2223.0,184.0,33.0,791.0
IB,04/05/2020,31.0,863.0,141.0,3.0,35.0
MC,04/05/2020,17.0,531.0,90.0,8.0,89.0
MD,04/05/2020,1227.0,34079.0,2868.0,160.0,653.0
ML,04/05/2020,4.0,40.0,3.0,0.0,2.0
NC,04/05/2020,65.0,1626.0,125.0,11.0,71.0
PV,04/05/2020,233.0,5497.0,456.0,29.0,228.0
RI,04/05/2020,95.0,1083.0,76.0,15.0,40.0
VC,04/05/2020,145.0,4447.0,564.0,33.0,188.0
AN,05/05/2020,206.0,4793.0,550.0,34.0,191.0
AR,05/05/2020,70.0,2027.0,252.0,18.0,109.0
AS,05/05/2020,30.0,1392.0,114.0,6.0,32.0
CB,05/05/2020,45.0,842.0,69.0,6.0,54.0
CE,05/05/2020,1.0,9.0,4.0,1.0,4.0
CL,05/05/2020,397.0,6535.0,422.0,41.0,197.0
CM,05/05/2020,397.0,4856.0,474.0,57.0,201.0
CN,05/05/2020,44.0,760.0,151.0,3.0,53.0
CT,05/05/2020,1014.0,20166.0,2161.0,131.0,830.0
EX,05/05/2020,29.0,974.0,78.0,17.0,126.0
GA,05/05/2020,175.0,2243.0,185.0,36.0,888.0
IB,05/05/2020,31.0,869.0,142.0,4.0,50.0
MC,05/05/2020,22.0,533.0,90.0,8.0,34.0
MD,05/05/2020,1179.0,34004.0,2863.0,156.0,722.0
ML,05/05/2020,3.0,40.0,3.0,0.0,2.0
NC,05/05/2020,66.0,1631.0,125.0,10.0,88.0
PV,05/05/2020,214.0,5525.0,457.0,31.0,351.0
RI,05/05/2020,91.0,1093.0,76.0,14.0,50.0
VC,05/05/2020,141.0,4460.0,568.0,35.0,201.0
AN,06/05/2020,211.0,4844.0,556.0,34.0,243.0
AR,06/05/2020,74.0,2049.0,255.0,18.0,111.0
AS,06/05/2020,31.0,1407.0,115.0,7.0,33.0
CB,06/05/2020,39.0,849.0,69.0,6.0,62.0
CE,06/05/2020,0.0,9.0,4.0,1.0,5.0
CL,06/05/2020,405.0,6589.0,421.0,41.0,209.0
CM,06/05/2020,423.0,4879.0,475.0,57.0,197.0
CN,06/05/2020,48.0,771.0,153.0,2.0,54.0
CT,06/05/2020,1081.0,20355.0,2182.0,140.0,724.0
EX,06/05/2020,30.0,997.0,78.0,17.0,126.0
GA,06/05/2020,174.0,2274.0,185.0,26.0,605.0
IB,06/05/2020,31.0,875.0,143.0,4.0,55.0
MC,06/05/2020,22.0,541.0,91.0,8.0,30.0
MD,06/05/2020,1151.0,34063.0,2870.0,155.0,729.0
ML,06/05/2020,3.0,40.0,3.0,0.0,3.0
NC,06/05/2020,70.0,1642.0,125.0,10.0,86.0
PV,06/05/2020,222.0,5566.0,459.0,33.0,357.0
RI,06/05/2020,90.0,1107.0,76.0,10.0,63.0
VC,06/05/2020,165.0,4487.0,571.0,34.0,299.0
